PaleoDB_taxon_no,taxon_name,phylum,class,order,family,fad_int,fad_age,lad_int,lad_age,size_ref,range_ref,log10_volume,log10_max_length
27107,Araksalosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Famennian,372.2,Famennian,358.9,36,36,4.542526056,1.760196229
27127,Auchmerella,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Eifelian,393.3,Eifelian,387.7,36,36,2.265077229,0.960470778
27132,Australosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Famennian,372.2,Famennian,358.9,36,36,2.45939892,1.028706779
27218,Chonetipustula,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Visean,346.7,Visean,330.9,36,36,3.285207679,1.31868927
27273,Cyphotalosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Tournaisian,358.9,Tournaisian,346.7,36,36,2.303093913,0.973820324
27295,Devonalosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Eifelian,393.3,Givetian,382.7,36,36,2.441585174,1.120409395
27303,Dichacaenia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Givetian,387.7,Givetian,382.7,36,36,3.164584814,1.352439802
27312,Donalosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Frasnian,382.7,Famennian,358.9,36,36,3.518157145,1.590841835
27343,Enigmalosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Gzhelian,303.7,Gzhelian,298.9,36,36,1.867172751,0.804990823
27360,Eostrophalosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Frasnian,382.7,Frasnian,372.2,36,36,2.761062897,1.176380692
27435,Hamlingella,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Famennian,372.2,Famennian,358.9,36,36,4.102042382,1.605520523
27481,Irboskites,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Frasnian,382.7,Frasnian,372.2,36,36,2.826051639,1.157456768
27665,Morganella,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Famennian,372.2,Famennian,358.9,36,36,3.728668886,1.474410536
27796,Plicaea,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Visean,346.7,Visean,330.9,36,36,1.590575875,0.723619836
27800,Plicatiferina,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Kasimovian,307,Kasimovian,303.7,36,36,3.818910812,1.50609896
27857,Quadratia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Tournaisian,358.9,Serpukhovian,323.2,36,36,3.665726357,1.550472957
27868,Ralia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Emsian,407.6,Emsian,393.3,36,36,2.716636928,1.119035826
27887,Rhytialosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Frasnian,382.7,Frasnian,372.2,36,36,3.224048366,1.297213196
27906,Ruthiphiala,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Tournaisian,358.9,Tournaisian,346.7,36,36,3.683480216,1.562649672
27995,Steinhagella,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Famennian,372.2,Famennian,358.9,36,36,3.469138869,1.38327665
28084,Truncalosia,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Givetian,387.7,Givetian,382.7,36,24,2.21031852,0.953518081
28126,Whidbornella,Brachiopoda,Strophomenata,Productida,Araksalosiidae,Famennian,372.2,Tournaisian,346.7,36,36,3.90529339,1.536432176
27222,Chonopectus,Brachiopoda,Strophomenata,Productida,Chonopectidae,Famennian,372.2,Tournaisian,346.7,36,24,3.540229107,1.408239965
27288,Dengalosia,Brachiopoda,Strophomenata,Productida,Chonopectidae,Visean,346.7,Visean,330.9,36,36,3.731431404,1.475380593
27755,Parmephrix,Brachiopoda,Strophomenata,Productida,Chonopectidae,Visean,346.7,Visean,330.9,36,36,3.625396976,1.438146636
27931,Semenewia,Brachiopoda,Strophomenata,Productida,Chonopectidae,Visean,346.7,Visean,330.9,36,36,3.569825379,1.418632687
27931,Palmerhytis,Brachiopoda,Strophomenata,Productida,Chonopectidae,Visean,346.7,Visean,330.9,36,24,3.569825379,1.418632687
27057,Acanthalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Artinskian,290.1,Artinskian,279.3,36,36,4.011047712,1.573567773
27112,Arcticalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Wordian,268.8,Capitanian,259.9,36,36,4.393385497,1.707825568
27112,Articalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Artinskian,290.1,Artinskian,279.3,36,24,4.393385497,1.707825568
27156,Megalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Wuchiapingian,259.9,Wuchiapingian,254.2,36,24,4.694364555,1.813514272
27156,Biplatyconcha,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Changhsingian,254.2,Changhsingian,252.2,36,36,4.694364555,1.813514272
27257,Craspedalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Roadian,272.3,Roadian,268.8,36,36,3.161843968,1.308244177
27262,Crossalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Visean,346.7,Visean,330.9,36,36,3.112486663,1.258038338
27280,Dasyalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Visean,346.7,Wuchiapingian,254.2,36,24,2.04060234,1.315340477
27332,Echinalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Artinskian,290.1,Wuchiapingian,254.2,36,24,3.514601792,1.399240942
27448,Heteralosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Gzhelian,303.7,Gzhelian,298.9,36,36,3.007017652,1.213650548
27457,Hontorialosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Moscovian,315.2,Moscovian,307,36,36,2.247850567,0.965000001
27551,Leptalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Famennian,372.2,Kasimovian,303.7,36,24,0.671121705,0.400753788
27568,Lialosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Artinskian,290.1,Kungurian,272.3,36,36,3.731726525,1.421274791
27588,Liveringia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Capitanian,265.1,Capitanian,259.9,36,36,4.114150304,1.609772217
27619,Marginalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Capitanian,265.1,Capitanian,259.9,36,36,3.743377071,1.47957531
27652,Mingenewia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Artinskian,290.1,Artinskian,279.3,36,36,2.213809845,0.968833045
27691,Notolosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Capitanian,265.1,Capitanian,259.9,36,36,3.0793694,1.251151343
27717,Orthothrix,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Wuchiapingian,259.9,Wuchiapingian,254.2,36,24,2.85695836,1.183696809
27847,Pseudostrophalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Sakmarian,295.5,Artinskian,279.3,36,24,3.960504908,1.555819683
27975,Sphenalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Artinskian,290.1,Capitanian,259.9,36,24,4.192808506,1.626648268
28012,Strophalosia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Sakmarian,295.5,Roadian,268.8,36,24,4.047269863,1.58628717
28130,Wyndhamia,Brachiopoda,Strophomenata,Productida,Strophalosiidae,Sakmarian,295.5,Roadian,268.8,36,24,4.031674811,1.580810973
27204,Chaoina,Brachiopoda,Strophomenata,Productida,,Kungurian,279.3,Kungurian,272.3,36,36,2.90077772,1.183696809
27220,Chonopectella,Brachiopoda,Strophomenata,Productida,,Capitanian,265.1,Capitanian,259.9,36,36,3.020752716,1.225825991
27154,Bimuria,Brachiopoda,Strophomenata,Strophomenida,Bimuriidae,Darriwilian,467.3,Katian,445.2,36,24,3.487424227,1.389697548
27501,Kassinella,Brachiopoda,Strophomenata,Strophomenida,Hesperomenidae,Sandbian,458.4,Katian,445.2,36,24,1.981625017,0.860936621
28222,Ishimia,Brachiopoda,Strophomenata,Strophomenida,Leptellinidae,Sandbian,458.4,Sandbian,453,36,24,4.026468684,1.578982843
27553,Leptellina,Brachiopoda,Strophomenata,Strophomenida,Leptellinidae,Dapingian,470,Telychian,433.4,36,24,3.391261929,1.355930187
27539,Leangella,Brachiopoda,Strophomenata,Strophomenida,Leptestiidae,Sandbian,458.4,Ludfordian,423,36,24,2.164658926,0.925208921
27077,Humaella,Brachiopoda,Strophomenata,Strophomenida,Plectambonitidae,Tremadocian,485.4,Tremadocian,477.7,36,24,2.170448722,0.927242006
28043,Taphrodonta,Brachiopoda,Strophomenata,Strophomenida,Plectambonitidae,Dapingian,470,Dapingian,467.3,36,24,2.857493259,1.168497484
27355,Eoplectodonta,Brachiopoda,Strophomenata,Strophomenida,Sowerbyellidae,Sandbian,458.4,Homerian,427.4,36,24,3.114495313,1.258743675
27793,Plectodonta,Brachiopoda,Strophomenata,Strophomenida,Sowerbyellidae,Rhuddanian,443.4,Eifelian,387.7,36,24,2.393259576,1.005481969
27972,Sowerbyella,Brachiopoda,Strophomenata,Strophomenida,Sowerbyellidae,Dapingian,470,Telychian,433.4,36,24,2.848792408,1.165442182
27480,Inversella,Brachiopoda,Strophomenata,Strophomenida,Taffiidae,Floian,477.7,Dapingian,467.3,36,24,3.8277491,1.509202522
28076,Tourmakeadia,Brachiopoda,Strophomenata,Strophomenida,Taffiidae,Floian,477.7,Floian,470,36,24,2.762930229,1.135291704
27087,Amphistrophia,Brachiopoda,Strophomenata,Strophomenida,Amphistrophiidae,Rhuddanian,443.4,Lochkovian,410.8,36,24,3.443459686,1.374259413
27629,Mclearnites,Brachiopoda,Strophomenata,Strophomenida,Amphistrophiidae,Sheinwoodian,433.4,Lochkovian,410.8,36,24,4.41429336,1.715167358
27269,Cymostrophia,Brachiopoda,Strophomenata,Strophomenida,Douvillinidae,Sheinwoodian,433.4,Givetian,382.7,36,24,4.407842456,1.712902125
27318,Douvillinella,Brachiopoda,Strophomenata,Strophomenida,Douvillinidae,Emsian,407.6,Frasnian,372.2,36,24,3.530853402,1.40494769
27757,Paromalomena,Brachiopoda,Strophomenata,Strophomenida,Glyptomenidae,Katian,453,Katian,445.2,36,24,3.59457579,1.427323786
27561,Leptostrophia,Brachiopoda,Strophomenata,Strophomenida,Leptostrophiidae,Rhuddanian,443.4,Frasnian,372.2,36,24,4.922365799,1.893576838
27644,Mesoleptostrophia,Brachiopoda,Strophomenata,Strophomenida,Leptostrophiidae,Rhuddanian,443.4,Eifelian,387.7,36,24,4.459221025,1.730943693
27509,Kiaeromena,Brachiopoda,Strophomenata,Strophomenida,Rafinesquinidae,Sandbian,458.4,Katian,445.2,36,24,4.253426554,1.658679029
27544,Leptaena,Brachiopoda,Strophomenata,Strophomenida,Rafinesquinidae,Darriwilian,467.3,Tournaisian,346.7,36,24,2.031771908,1.522357279
27549,Leptaenopyxis,Brachiopoda,Strophomenata,Strophomenida,Rafinesquinidae,Lochkovian,419.2,Emsian,393.3,36,24,4.018618171,1.576226137
27953,Shaleria,Brachiopoda,Strophomenata,Strophomenida,Shaleriidae,Rhuddanian,443.4,Lochkovian,410.8,36,24,3.391897549,1.356153385
27308,Dictyostrophia,Brachiopoda,Strophomenata,Strophomenida,Strophodontidae,Pragian,410.8,Emsian,393.3,36,24,4.40448425,1.711722892
28016,Strophodonta,Brachiopoda,Strophomenata,Strophomenida,Strophodontidae,Pridolian,423,Frasnian,372.2,36,24,3.878390028,1.526985069
27150,Bellimurina,Brachiopoda,Strophomenata,Strophomenida,Strophomenidae,Sandbian,458.4,Telychian,433.4,36,24,3.492706927,1.391552567
27502,Katastrophomena,Brachiopoda,Strophomenata,Strophomenida,Strophomenidae,Katian,453,Ludfordian,423,36,24,3.586690806,1.424554977
28017,Strophomena,Brachiopoda,Strophomenata,Strophomenida,Strophomenidae,Dapingian,470,Telychian,433.4,36,24,3.278822168,1.726808683
28018,Strophonella,Brachiopoda,Strophomenata,Strophomenida,Strophonellidae,Rhuddanian,443.4,Eifelian,387.7,36,24,4.692843536,1.812980166
,Gemmellaroia,Brachiopoda,Strophomenata,Strophomenida,Gemmellaroiidae,Artinskian,290.1,Artinskian,279.3,36,24,3.428602867,1.309310716
,Undaria,Brachiopoda,Strophomenata,Strophomenida,Monticuliferidae,Visean,346.7,Visean,330.9,36,24,3.241670974,1.525044807
,Rigbyella,Brachiopoda,Strophomenata,Strophomenida,Rigbyellidae,Artinskian,290.1,Capitanian,259.9,36,24,2.229809783,0.980911938
,Ottadalenites,Brachiopoda,Strophomenata,Strophomenida,,Dapingian,470,Dapingian,467.3,36,24,3.918528749,1.541079768
36931,Odobenus,Chordata,Mammalia,Carnivora,Odobenidae,Zanclean,5.333,Holocene,0,63,24,9.265916376,3.556302501
36909,Arctocephalus,Chordata,Mammalia,Carnivora,Otariidae,Gelasian,2.588,Holocene,0,63,24,8.543465276,3.361727836
36912,Callorhinus,Chordata,Mammalia,Carnivora,Otariidae,Zanclean,5.333,Holocene,0,63,24,8.418526539,3.322219295
36919,Eumetopias,Chordata,Mammalia,Carnivora,Otariidae,Zanclean,5.333,Holocene,0,63,24,9.02855546,3.51851394
36929,Neophoca,Chordata,Mammalia,Carnivora,Otariidae,Gelasian,2.588,Holocene,0,63,24,8.46428403,3.397940009
36932,Otaria,Chordata,Mammalia,Carnivora,Otariidae,Gelasian,2.588,Holocene,0,98,24,8.014991611,3.276461804
36954,Zalophus,Chordata,Mammalia,Carnivora,Otariidae,Gelasian,2.588,Holocene,0,63,24,8.578227382,3.380211242
36913,Cystophora,Chordata,Mammalia,Carnivora,Phocidae,Gelasian,2.588,Holocene,0,63,24,8.589222767,3.414973348
36926,Monachus,Chordata,Mammalia,Carnivora,Phocidae,Zanclean,5.333,Holocene,0,63,24,8.589222767,3.447158031
36936,Phoca,Chordata,Mammalia,Carnivora,Phocidae,Langhian,15.97,Holocene,0,98,24,8.237699593,3.352182518
36916,Enaliarctos,Chordata,Mammalia,Carnivora,,Chattian,28.1,Burdigalian,15.97,67,24,7.814931471,3.208441356
36537,Placochelys,Chordata,Reptilia,Placodontia,,Carnian,235,Carnian,228,73,24,7.257863644,2.954242509
34329,Eastmanosteus,Chordata,Placodermi,Arthrodiriformes,Dinichthyidae,Eifelian,393.3,Famennian,358.9,58,24,8.313307466,3.477121255
34311,Brachyosteus,Chordata,Placodermi,Arthrodiriformes,,Frasnian,382.7,Frasnian,372.2,58,24,3.208431428,1.698970004
34327,Diplognathus,Chordata,Placodermi,Arthrodiriformes,,Famennian,372.2,Famennian,358.9,58,24,5.947956382,2.653212514
34328,Dunkleosteus,Chordata,Placodermi,Arthrodiriformes,,Givetian,387.7,Famennian,358.9,58,24,9.536216695,3.903089987
34371,Oxyosteus,Chordata,Placodermi,Arthrodiriformes,,Frasnian,382.7,Frasnian,372.2,58,24,6.079321088,2.698970004
34377,Pholidosteus,Chordata,Placodermi,Arthrodiriformes,,Frasnian,382.7,Frasnian,372.2,58,24,6.104011232,2.707570176
34294,Lunaspis,Chordata,Placodermi,Petalichthida,,Emsian,407.6,Emsian,393.3,58,24,5.442417807,2.477121255
34295,Macropetalichthys,Chordata,Placodermi,Petalichthida,,Eifelian,393.3,Givetian,382.7,58,24,6.306641709,2.77815125
34265,Ctenurella,Chordata,Placodermi,Ptyctodontiformes,,Frasnian,382.7,Frasnian,372.2,58,24,4.805514525,2.255272505
34259,Gemuendina,Chordata,Placodermi,Rhenaniformes,,Emsian,407.6,Emsian,393.3,58,24,6.94354499,3
34260,Jagorina,Chordata,Placodermi,Rhenaniformes,,Frasnian,382.7,Frasnian,372.2,58,24,4.872926161,2.278753601
34251,Stensioella,Chordata,Placodermi,Stensioellida,,Emsian,407.6,Emsian,393.3,58,24,5.263998024,2.414973348
18718,Bryopa,Mollusca,Bivalvia,Pandorida,Clavagellidae,Aquitanian,23.03,Holocene,0,42,24,5.744511824,2.191078229
18718,Clavagella,Mollusca,Bivalvia,Pandorida,Clavagellidae,Cenomanian,100.5,Holocene,0,42,24,5.744511824,2.191078229
18789,Warnea,Mollusca,Bivalvia,Pandorida,Clavagellidae,Zanclean,5.333,Holocene,0,42,24,6.015824166,2.286531316
18789,Penicillus,Mollusca,Bivalvia,Pandorida,Clavagellidae,Aquitanian,23.03,Holocene,0,42,24,6.015824166,2.286531316
18789,Pseudobrechites,Mollusca,Bivalvia,Pandorida,Clavagellidae,Aquitanian,23.03,Burdigalian,15.97,42,24,6.015824166,2.286531316
18789,Foegia,Mollusca,Bivalvia,Pandorida,Clavagellidae,Aquitanian,23.03,Holocene,0,42,24,6.015824166,2.286531316
18691,Anatimya,Mollusca,Bivalvia,Pandorida,Laternulidae,Cenomanian,100.5,Maastrichtian,66,42,24,4.496317564,1.751938625
18714,Cercomya,Mollusca,Bivalvia,Pandorida,Laternulidae,Carnian,235,Maastrichtian,66,42,24,4.231881771,1.984784406
18792,Periplomya,Mollusca,Bivalvia,Pandorida,Laternulidae,Santonian,86.3,Maastrichtian,66,42,24,4.193000704,1.645225712
18799,Platymyoidea,Mollusca,Bivalvia,Pandorida,Laternulidae,Pliensbachian,190.8,Barremian,125,42,24,4.646604063,2.015299865
18801,Plectomya,Mollusca,Bivalvia,Pandorida,Laternulidae,Kimmeridgian,157.3,Maastrichtian,66,42,24,4.392275868,1.715334684
18759,Lyonsia,Mollusca,Bivalvia,Pandorida,Lyonsiidae,Thanetian,59.2,Holocene,0,57,24,4.507505761,1.755874856
18783,Heteroclidus,Mollusca,Bivalvia,Pandorida,Pandoridae,Zanclean,5.333,Holocene,0,57,24,4.570823366,1.77815125
18783,Pandora,Mollusca,Bivalvia,Pandorida,Pandoridae,Ypresian,56,Holocene,0,57,24,4.570823366,1.77815125
18783,Pandorella,Mollusca,Bivalvia,Pandorida,Pandoridae,Aquitanian,23.03,Holocene,0,57,24,4.570823366,1.77815125
18783,Clidiophora,Mollusca,Bivalvia,Pandorida,Pandoridae,Aquitanian,23.03,Holocene,0,57,24,4.570823366,1.77815125
18793,Permophorus,Mollusca,Bivalvia,Pholadomyida,Permophoridae,Visean,346.7,Wuchiapingian,254.2,42,24,3.379529017,1.359030168
18093,Pleurophopsis,Mollusca,Bivalvia,Pholadomyida,Permophoridae,Chattian,28.1,Chattian,23.03,57,24,6.31006612,2.390051496
18193,Rimmyjimina,Mollusca,Bivalvia,Pholadomyida,Permophoridae,Artinskian,290.1,Artinskian,279.3,42,24,2.05643644,0.893539844
18353,Triaphorus,Mollusca,Bivalvia,Pholadomyida,Permophoridae,Ladinian,242,Carnian,228,42,24,4.58371723,1.782687568
18744,Goniomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Norian,228,Maastrichtian,66,42,24,4.209969178,1.733357788
18795,Pholadomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Carnian,235,Holocene,0,42,24,5.111912494,2.079181246
18766,Myadoropsis,Mollusca,Bivalvia,Pholadomyida,,Gelasian,2.588,Holocene,0,57,24,2.359034873,1
18775,Offadesma,Mollusca,Bivalvia,Pholadomyida,,Lutetian,47.8,Holocene,0,57,24,5.231879213,2.010723865
18711,Bowdenia,Mollusca,Bivalvia,Poromyida,Cuspidariidae,Aquitanian,23.03,Burdigalian,15.97,57,24,4.070308048,1.602059991
18727,Cuspidaria,Mollusca,Bivalvia,Poromyida,Cuspidariidae,Ladinian,242,Holocene,0,57,24,4.621214962,1.795880017
18748,Halonympha,Mollusca,Bivalvia,Poromyida,Cuspidariidae,Maastrichtian,72.1,Holocene,0,57,24,3.131707457,1.271841607
18800,Plectodon,Mollusca,Bivalvia,Poromyida,Cuspidariidae,Zanclean,5.333,Holocene,0,57,24,3.869690999,1.531478917
18729,Cymella,Mollusca,Bivalvia,Poromyida,Poromyidae,Campanian,83.6,Maastrichtian,66,42,24,3.620283075,1.443732241
18757,Liopistha,Mollusca,Bivalvia,Poromyida,Poromyidae,Turonian,93.3,Maastrichtian,66,42,24,3.524213705,1.409933123
18808,Poromya,Mollusca,Bivalvia,Poromyida,Poromyidae,Aptian,125,Holocene,0,57,24,4.65049118,1.806179974
18817,Pseudocuspidaria,Mollusca,Bivalvia,Poromyida,Poromyidae,Ypresian,56,Priabonian,33.9,42,24,3.992698847,1.567379308
18788,Pecchiolia,Mollusca,Bivalvia,Poromyida,Verticordiidae,Ypresian,56,Zanclean,3.6,42,24,3.663508657,1.458939862
18838,Trigonulina,Mollusca,Bivalvia,Poromyida,Verticordiidae,Ypresian,56,Holocene,0,57,24,2.083581417,0.903089987
18843,Verticordia,Mollusca,Bivalvia,Poromyida,Verticordiidae,Albian,113,Holocene,0,42,24,0.704150517,1.556302501
18708,Burmesia,Mollusca,Bivalvia,Thraciida,Burmesiidae,Carnian,235,Rhaetian,201.3,42,24,4.210479056,1.651374944
18719,Cleidothaerus,Mollusca,Bivalvia,Thraciida,Cleidothaeridae,Aquitanian,23.03,Holocene,0,57,24,4.846276823,1.875061263
18751,Hunkydora,Mollusca,Bivalvia,Thraciida,Myochamidae,Zanclean,5.333,Holocene,0,57,24,4.130535733,1.62324929
18765,Myadora,Mollusca,Bivalvia,Thraciida,Myochamidae,Priabonian,38,Holocene,0,57,24,4.242833357,1.662757832
18767,Myochama,Mollusca,Bivalvia,Thraciida,Myochamidae,Chattian,28.1,Holocene,0,57,24,3.715186779,1.477121255
18721,Cochlodesma,Mollusca,Bivalvia,Thraciida,Periplomatidae,Ypresian,56,Holocene,0,57,24,4.187961094,1.643452676
18791,Periploma,Mollusca,Bivalvia,Thraciida,Periplomatidae,Aptian,125,Holocene,0,42,24,4.621087959,1.853698212
18791,Aelga,Mollusca,Bivalvia,Thraciida,Periplomatidae,Lutetian,47.8,Burdigalian,15.97,42,24,4.621087959,1.853698212
18797,Phragmorisma,Mollusca,Bivalvia,Thraciida,Thraciidae,Chattian,28.1,Holocene,0,57,24,4.783825176,1.85308953
18836,Thracia,Mollusca,Bivalvia,Thraciida,Thraciidae,Hettangian,201.3,Holocene,0,57,24,5.426459954,2.079181246
18836,Cyathodonta,Mollusca,Bivalvia,Thraciida,Thraciidae,Priabonian,38,Holocene,0,57,24,5.426459954,2.079181246
16171,Cardiola,Mollusca,Bivalvia,Cyrtodontida,Cardiolidae,Sheinwoodian,433.4,Tournaisian,346.7,42,24,4.104997091,1.614264287
16192,Slava,Mollusca,Bivalvia,Cyrtodontida,Slavidae,Rhuddanian,443.4,Ludfordian,423,42,24,4.267278169,1.671358003
16167,Buchiola,Mollusca,Bivalvia,Cyrtodontida,Praecardiidae,Frasnian,382.7,Famennian,358.9,42,24,1.481395214,0.691228885
16187,Praecardium,Mollusca,Bivalvia,Cyrtodontida,Praecardiidae,Sheinwoodian,433.4,Famennian,358.9,42,24,4.130829608,1.623352682
36632,Pelecanoides,Chordata,Reptilia,Procellariiformes,Pelecanoididae,Zanclean,5.333,Holocene,0,90,24,5.406729109,2.361727836
22352,Camarocarcinus,Arthropoda,Malacostraca,Decapoda,Camarocarcinidae,Danian,66,Danian,61.6,48,24,4.209804421,1.591843411
22368,Cenomanocarcinus,Arthropoda,Malacostraca,Decapoda,Cenomanocarcinidae,Albian,113,Turonian,89.8,48,24,4.515480198,1.861056245
22565,Necrocarcinus,Arthropoda,Malacostraca,Decapoda,Necrocarcinidae,Aptian,125,Ypresian,47.8,48,24,3.155003961,1.38219721
22623,Paranecrocarcinus,Arthropoda,Malacostraca,Decapoda,Necrocarcinidae,Hauterivian,132.9,Campanian,72.1,48,24,1.983582958,0.969881644
22651,Polycnemidium,Arthropoda,Malacostraca,Decapoda,Necrocarcinidae,Coniacian,89.8,Coniacian,86.3,48,24,2.576549199,1.178593295
22433,Eumorphocorystes,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Maastrichtian,72.1,Rupelian,28.1,48,24,3.564155652,1.526210004
22468,Hemioon,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Turonian,93.3,Turonian,89.8,48,24,2.749020251,1.239299479
22527,Lyreidus,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Ypresian,56,Holocene,0,48,24,3.47928263,1.496336485
22574,Notopocorystes,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Albian,113,Maastrichtian,66,48,24,3.414906495,1.542949849
22575,Notopoides,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Campanian,83.6,Holocene,0,48,24,4.164219444,1.737419844
22576,Notopus,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Lutetian,47.8,Holocene,0,48,24,3.490752718,1.500373714
22577,Notosceles,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Maastrichtian,72.1,Holocene,0,48,24,3.071100056,1.3526648
22684,Ranidina,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Rupelian,33.9,Burdigalian,15.97,48,24,3.493089584,1.501196242
22685,Ranilia,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Ypresian,56,Holocene,0,48,24,3.483715447,1.497896743
22686,Ranina,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Ypresian,56,Holocene,0,48,24,5.887745063,2.344064628
22687,Raninella,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Albian,113,Danian,61.6,48,24,4.08114108,1.708178006
22689,Raninoides,Arthropoda,Malacostraca,Decapoda,Palaeocorystidae,Ypresian,56,Holocene,0,48,24,3.911193444,1.648360011
22524,Lophoraninella,Arthropoda,Malacostraca,Decapoda,Raninidae,Cenomanian,100.5,Cenomanian,93.3,48,24,3.316881611,1.43917474
36406,Platecarpus,Chordata,Reptilia,Squamata,Mosasauridae,Santonian,86.3,Campanian,72.1,88,24,9.355313366,3.633468456
36418,Tylosaurus,Chordata,Reptilia,Squamata,Mosasauridae,Santonian,86.3,Campanian,72.1,81,24,11.03093258,4.176091259
30731,Amphigeisina,Chordata,Protoconodonta,Protoconodontida,,Fortunian,541,Guzhangian,497,54,54,1.70172008,1.562362165
30738,Protohertzina,Chordata,Protoconodonta,Protoconodontida,,Fortunian,541,Age 2,521,54,54,1.850610618,1.611992344
36390,Clidastes,Chordata,Reptilia,Squamata,Mosasauridae,Santonian,86.3,Campanian,72.1,91,24,9.258324029,3.602059991
36396,Globidens,Chordata,Reptilia,Squamata,Mosasauridae,Campanian,83.6,Maastrichtian,66,91,24,9.802093836,3.77815125
36409,Plotosaurus,Chordata,Reptilia,Squamata,Mosasauridae,Maastrichtian,72.1,Maastrichtian,66,80,24,10.48716278,4
36387,Archaeophis,Chordata,Reptilia,Squamata,Palaeophiidae,Ypresian,56,Ypresian,47.8,78,24,7.337413187,2.980003372
36405,Palaeophis,Chordata,Reptilia,Squamata,Palaeophiidae,Maastrichtian,72.1,Bartonian,38,86,24,10.34586364,3.954242509
8057,Callistochiton,Mollusca,Polyplacophora,Ischnochitonina,Callistoplacidae,Aquitanian,23.03,Holocene,0,37,24,3.091438161,1.28645647
8097,Loricella,Mollusca,Polyplacophora,Ischnochitonina,Schizochitonidae,Aquitanian,23.03,Holocene,0,37,24,4.145343169,1.647871765
8116,Schizochiton,Mollusca,Polyplacophora,Ischnochitonina,Schizochitonidae,Aquitanian,23.03,Holocene,0,37,24,2.484900814,1.078456818
8114,Pterygochiton,Mollusca,Polyplacophora,Ischnochitonina,,Sinemurian,199.3,Pliensbachian,182.7,37,24,2.391699039,1.046495164
8030,Gotlandochiton,Mollusca,Polyplacophora,Paleoloricata,Gotlandochitonidae,Floian,477.7,Homerian,427.4,37,24,4.693586683,1.835880732
8034,Ivoechiton,Mollusca,Polyplacophora,Paleoloricata,Gotlandochitonidae,Floian,477.7,Campanian,72.1,37,24,4.463835457,1.75709222
8031,Haeggochiton,Mollusca,Polyplacophora,Paleoloricata,Scanochitonidae,Campanian,83.6,Campanian,72.1,37,24,3.87303484,1.55448916
